word1,word2,word3,word4,label,meta_category,original_category
amethyst,mown,wine,grown,0,Word Structure/Play,Random Distractor
lap,revolution,orbit,circuit,1,Noun/Concept Synonyms,complete turn
lap,circuit,cow,orbit,0,Noun/Concept Synonyms,Hard Distractor
circuit,revolution,orbit,television,0,Noun/Concept Synonyms,Random Distractor
elaborate,complex,involved,baroque,1,Noun/Concept Synonyms,complicated
complex,elaborate,monitor,involved,0,Noun/Concept Synonyms,Hard Distractor
complex,involved,moma,baroque,0,Noun/Concept Synonyms,Random Distractor
bouquet,veil,train,bustle,1,Idioms & Slang,components of a bride’s ensemble
bouquet,train,veil,hydrate,0,Idioms & Slang,Hard Distractor
bouquet,grumble,bustle,train,0,Idioms & Slang,Random Distractor
cylinder,spring,tumbler,pin,1,Noun/Concept Synonyms,components of a lock
tumbler,spring,cylinder,jump,0,Noun/Concept Synonyms,Hard Distractor
spring,tumbler,barrel,cylinder,0,Noun/Concept Synonyms,Random Distractor
clue,detective,alibi,suspect,1,Descriptor/Adjective Synonyms,components of a mystery
suspect,doctor,clue,detective,0,Descriptor/Adjective Synonyms,Hard Distractor
clue,suspect,goldfish,detective,0,Descriptor/Adjective Synonyms,Random Distractor
cheese,sauce,crust,toppings,1,Noun/Concept Synonyms,components of a pizza
sauce,toppings,tundra,cheese,0,Noun/Concept Synonyms,Hard Distractor
cheese,crust,sauce,paragraph,0,Noun/Concept Synonyms,Random Distractor
protein,dressing,cheese,lettuce,1,Noun/Concept Synonyms,components of a salad
home,dressing,cheese,lettuce,0,Noun/Concept Synonyms,Hard Distractor
nada,lettuce,dressing,protein,0,Noun/Concept Synonyms,Random Distractor
insert,jacket,sleeve,record,1,Noun/Concept Synonyms,components of an lp
sleeve,omelet,insert,record,0,Noun/Concept Synonyms,Hard Distractor
sleeve,tungsten,record,insert,0,Noun/Concept Synonyms,Random Distractor
rim,temple,bridge,lens,1,Noun/Concept Synonyms,components of eyeglasses
broad,rim,lens,temple,0,Noun/Concept Synonyms,Hard Distractor
bridge,jiff,temple,lens,0,Noun/Concept Synonyms,Random Distractor
genie,egg,toothpaste,bell,1,Members of a Set/Entities,components of metaphors for things that can’t be undone
cinderella,egg,bell,toothpaste,0,Members of a Set/Entities,Hard Distractor
genie,toothpaste,mile,egg,0,Members of a Set/Entities,Random Distractor
attendance,papers,final,homework,1,Noun/Concept Synonyms,components of one’s grade
papers,sick,attendance,homework,0,Noun/Concept Synonyms,Hard Distractor
final,viola,attendance,papers,0,Noun/Concept Synonyms,Random Distractor
cross,hybrid,blend,compound,1,Noun/Concept Synonyms,composite
compound,hybrid,walk,cross,0,Noun/Concept Synonyms,Hard Distractor
compound,blend,cross,busboy,0,Noun/Concept Synonyms,Random Distractor
speaker,monitor,mouse,keyboard,1,Members of a Set/Entities,computer equipment
monitor,keyboard,mouse,shoulder,0,Members of a Set/Entities,Hard Distractor
keyboard,monitor,wolf eel,speaker,0,Members of a Set/Entities,Random Distractor
mouse,microphone,scanner,tablet,1,Noun/Concept Synonyms,computer input devices
mouse,microphone,grinder,scanner,0,Noun/Concept Synonyms,Hard Distractor
mouse,tablet,element,microphone,0,Noun/Concept Synonyms,Random Distractor
sting,racket,scheme,hustle,1,Noun/Concept Synonyms,con game
sting,swallow,scheme,racket,0,Noun/Concept Synonyms,Hard Distractor
thirst,racket,hustle,sting,0,Noun/Concept Synonyms,Random Distractor
ding,divot,dent,dimple,1,Descriptor/Adjective Synonyms,concavity
hunky-dory,dent,ding,dimple,0,Descriptor/Adjective Synonyms,Hard Distractor
dimple,ding,dent,mix,0,Descriptor/Adjective Synonyms,Random Distractor
block,hide,mask,cover,1,Noun/Concept Synonyms,conceal
style,hide,block,mask,0,Noun/Concept Synonyms,Hard Distractor
cover,hide,propel,mask,0,Noun/Concept Synonyms,Random Distractor
block,cover,hide,obscure,1,Noun/Concept Synonyms,conceal
hide,recognition,cover,obscure,0,Noun/Concept Synonyms,Hard Distractor
cover,block,hide,coffee,0,Noun/Concept Synonyms,Random Distractor
shrinkage,regifting,yada yada,festivus,1,Noun/Concept Synonyms,concepts from “seinfeld”
yada yada,shrinkage,record,regifting,0,Noun/Concept Synonyms,Hard Distractor
sheepshank,regifting,yada yada,shrinkage,0,Noun/Concept Synonyms,Random Distractor
plaque,tartar,cavity,calculus,1,Noun/Concept Synonyms,concerns for a dentist
bunk,cavity,tartar,calculus,0,Noun/Concept Synonyms,Hard Distractor
molecule,plaque,cavity,calculus,0,Noun/Concept Synonyms,Random Distractor
cocktail,mixture,compound,solution,1,Noun/Concept Synonyms,concoction
joker,solution,mixture,compound,0,Noun/Concept Synonyms,Hard Distractor
solution,ladder,compound,mixture,0,Noun/Concept Synonyms,Random Distractor
mayo,tartar,relish,ketchup,1,Noun/Concept Synonyms,condiments
tartar,kelly,ketchup,relish,0,Noun/Concept Synonyms,Hard Distractor
tartar,capital,mayo,ketchup,0,Noun/Concept Synonyms,Random Distractor
might,could,can,may,1,Noun/Concept Synonyms,conditional words
can,could,may,keep,0,Noun/Concept Synonyms,Hard Distractor
might,can,may,funky chicken,0,Noun/Concept Synonyms,Random Distractor
good,fine,mint,fair,1,Noun/Concept Synonyms,conditions for collectibles
copy,good,fair,mint,0,Noun/Concept Synonyms,Hard Distractor
good,sea,fine,fair,0,Noun/Concept Synonyms,Random Distractor
drain,sewer,pipe,duct,1,Noun/Concept Synonyms,conduits for water removal
drain,duct,healthy,sewer,0,Noun/Concept Synonyms,Hard Distractor
sewer,pipe,drain,amazon,0,Noun/Concept Synonyms,Random Distractor
lolly,sucker,sweet,candy,1,Noun/Concept Synonyms,confection
sucker,sweet,lolly,saucer,0,Noun/Concept Synonyms,Hard Distractor
angry,sweet,sucker,candy,0,Noun/Concept Synonyms,Random Distractor
accord,vest,award,grant,1,Noun/Concept Synonyms,confer
grant,hip,accord,award,0,Noun/Concept Synonyms,Hard Distractor
tripod,award,vest,grant,0,Noun/Concept Synonyms,Random Distractor
followers,sheep,puppets,lemmings,1,Noun/Concept Synonyms,conformists
followers,puppets,sheep,branch,0,Noun/Concept Synonyms,Hard Distractor
followers,como,lemmings,puppets,0,Noun/Concept Synonyms,Random Distractor
join,link,join,couple,1,Noun/Concept Synonyms,connect
link,perk,couple,join,0,Noun/Concept Synonyms,Hard Distractor
join,freeze,couple,link,0,Noun/Concept Synonyms,Random Distractor
link,unite,tie,bridge,1,Noun/Concept Synonyms,connect
link,kidney,unite,bridge,0,Noun/Concept Synonyms,Hard Distractor
link,cone,bridge,unite,0,Noun/Concept Synonyms,Random Distractor
hitch,link,tie,couple,1,Noun/Concept Synonyms,connect
link,couple,hitch,cherry,0,Noun/Concept Synonyms,Hard Distractor
couple,link,dude,tie,0,Noun/Concept Synonyms,Random Distractor
couple,unite,wed,tie,1,Noun/Concept Synonyms,connect
tie,unite,wed,stem,0,Noun/Concept Synonyms,Hard Distractor
tie,wolf eel,couple,wed,0,Noun/Concept Synonyms,Random Distractor
bond,link,relation,tie,1,Noun/Concept Synonyms,connection
bond,cross,link,relation,0,Noun/Concept Synonyms,Hard Distractor
tie,lickety,bond,link,0,Noun/Concept Synonyms,Random Distractor
coffee,fricassee,bassoon,balloon,1,Word Structure/Play,consecutive double letters
fricassee,ample,balloon,coffee,0,Word Structure/Play,Hard Distractor
balloon,bassoon,deed,coffee,0,Word Structure/Play,Random Distractor
keep,save,preserve,store,1,Noun/Concept Synonyms,conserve
store,save,silver,keep,0,Noun/Concept Synonyms,Hard Distractor
televisions,keep,store,save,0,Noun/Concept Synonyms,Random Distractor
smoking,language,action,nudity,1,Noun/Concept Synonyms,considerations for movie ratings
action,smoking,language,dig,0,Noun/Concept Synonyms,Hard Distractor
dash,language,smoking,nudity,0,Noun/Concept Synonyms,Random Distractor
knob,button,slider,switch,1,Noun/Concept Synonyms,console inputs
switch,button,us,knob,0,Noun/Concept Synonyms,Hard Distractor
knob,slider,button,stained,0,Noun/Concept Synonyms,Random Distractor
gemini,orion,cygnus,pegasus,1,Noun/Concept Synonyms,constellations
crunch,orion,gemini,pegasus,0,Noun/Concept Synonyms,Hard Distractor
cygnus,skort,gemini,orion,0,Noun/Concept Synonyms,Random Distractor
makeup,structure,composition,fabric,1,Noun/Concept Synonyms,constitution
makeup,composition,fabric,sun,0,Noun/Concept Synonyms,Hard Distractor
structure,witherspoon,makeup,fabric,0,Noun/Concept Synonyms,Random Distractor
took in,ate,put away,had,1,Noun/Concept Synonyms,consumed
hold,took in,had,put away,0,Noun/Concept Synonyms,Hard Distractor
had,ate,put away,semblance,0,Noun/Concept Synonyms,Random Distractor
demand,market,audience,appetite,1,Descriptor/Adjective Synonyms,"consumer desire, collectively"
appetite,demand,normal,audience,0,Descriptor/Adjective Synonyms,Hard Distractor
demand,appetite,plaster,audience,0,Descriptor/Adjective Synonyms,Random Distractor
number,address,email,name,1,Noun/Concept Synonyms,contact info
address,email,hit,name,0,Noun/Concept Synonyms,Hard Distractor
email,number,address,garage,0,Noun/Concept Synonyms,Random Distractor
buzz,dial,ring,call,1,Noun/Concept Synonyms,contact via phone
lens,dial,call,ring,0,Noun/Concept Synonyms,Hard Distractor
call,buzz,veg,ring,0,Noun/Concept Synonyms,Random Distractor
ring,dial,phone,call,1,Noun/Concept Synonyms,contact via telephone
phone,ring,dial,drew,0,Noun/Concept Synonyms,Hard Distractor
comb,call,dial,ring,0,Noun/Concept Synonyms,Random Distractor
house,store,keep,hold,1,Noun/Concept Synonyms,contain
hold,store,flier,house,0,Noun/Concept Synonyms,Hard Distractor
house,hunch,store,hold,0,Noun/Concept Synonyms,Random Distractor
cork,cap,tab,lid,1,Noun/Concept Synonyms,container closures
tab,cork,cap,enough,0,Noun/Concept Synonyms,Hard Distractor
faculty,cork,cap,lid,0,Noun/Concept Synonyms,Random Distractor
chest,basket,hamper,bin,1,Noun/Concept Synonyms,containers
hamper,chest,crush,bin,0,Noun/Concept Synonyms,Hard Distractor
basket,strong,hamper,chest,0,Noun/Concept Synonyms,Random Distractor
muse,ponder,reflect,brood,1,Noun/Concept Synonyms,contemplate
brood,reflect,switch,ponder,0,Noun/Concept Synonyms,Hard Distractor
scrape,brood,muse,reflect,0,Noun/Concept Synonyms,Random Distractor
cage,eno,reich,glass,1,Noun/Concept Synonyms,contemporary composers
cage,snoop,eno,glass,0,Noun/Concept Synonyms,Hard Distractor
cage,strand,glass,reich,0,Noun/Concept Synonyms,Random Distractor
whale,astronaut,pea,coffee,1,Noun/Concept Synonyms,contents of a pod
pea,gem,astronaut,coffee,0,Noun/Concept Synonyms,Hard Distractor
observe,coffee,pea,whale,0,Noun/Concept Synonyms,Random Distractor
consecutive,straight,nonstop,solid,1,Descriptor/Adjective Synonyms,continuous
solid,nonstop,sum,straight,0,Descriptor/Adjective Synonyms,Hard Distractor
consecutive,nonstop,view,solid,0,Descriptor/Adjective Synonyms,Random Distractor
warped,bent,twisted,gnarly,1,Noun/Concept Synonyms,contorted
gnarly,festivity,bent,twisted,0,Noun/Concept Synonyms,Hard Distractor
gnarly,cask,warped,twisted,0,Noun/Concept Synonyms,Random Distractor
direct,write,act,produce,1,Noun/Concept Synonyms,contribute to a movie
direct,hogwash,produce,act,0,Noun/Concept Synonyms,Hard Distractor
direct,produce,write,cactus,0,Noun/Concept Synonyms,Random Distractor
garnish,oversight,sanction,cleave,1,Word Structure/Play,contronyms (words that can mean opposite things)
pocket,oversight,sanction,garnish,0,Word Structure/Play,Hard Distractor
sparkles,garnish,sanction,oversight,0,Word Structure/Play,Random Distractor
accessible,close,handy,nearby,1,Noun/Concept Synonyms,conveniently located
nearby,dig,handy,accessible,0,Noun/Concept Synonyms,Hard Distractor
mobile,handy,accessible,nearby,0,Noun/Concept Synonyms,Random Distractor
grill,char,brown,sear,1,Noun/Concept Synonyms,cook in a pan
cobra,brown,grill,char,0,Noun/Concept Synonyms,Hard Distractor
char,brown,jumble,grill,0,Noun/Concept Synonyms,Random Distractor
boil,blanch,steam,poach,1,Idioms & Slang,cook with heat and water
parfait,boil,steam,poach,0,Idioms & Slang,Hard Distractor
steam,boil,poach,grate,0,Idioms & Slang,Random Distractor
triangle,star,circle,umbrella,1,Idioms & Slang,cookie cutter shapes in “squid game”
psych,triangle,umbrella,star,0,Idioms & Slang,Hard Distractor
japan,triangle,umbrella,star,0,Idioms & Slang,Random Distractor
batter,paste,dough,mixture,1,Action/Verb Synonyms,cooking concoctions
batter,lane,paste,mixture,0,Action/Verb Synonyms,Hard Distractor
mixture,crunchy,dough,paste,0,Action/Verb Synonyms,Random Distractor
crock,casserole,pan,pot,1,Action/Verb Synonyms,cooking vessels
pan,kill bill,crock,casserole,0,Action/Verb Synonyms,Hard Distractor
crock,2001,pan,pot,0,Action/Verb Synonyms,Random Distractor
skillet,wok,pot,crock,1,Noun/Concept Synonyms,cookwear
crock,pot,steal,skillet,0,Noun/Concept Synonyms,Hard Distractor
wok,crock,caveat,skillet,0,Noun/Concept Synonyms,Random Distractor
lit,tight,sick,fire,1,Noun/Concept Synonyms,"cool, in slang"
lit,fire,sick,dreams,0,Noun/Concept Synonyms,Hard Distractor
fire,sick,tight,pine tree,0,Noun/Concept Synonyms,Random Distractor
fly,fresh,rad,ill,1,Noun/Concept Synonyms,"cool, in ’80s slang"
carp,ill,rad,fly,0,Noun/Concept Synonyms,Hard Distractor
passion,rad,ill,fly,0,Noun/Concept Synonyms,Random Distractor
bad,fly,rad,bad,1,Noun/Concept Synonyms,"cool, in ’80s slang"
fly,set,rad,bad,0,Noun/Concept Synonyms,Hard Distractor
fly,bad,montana,bad,0,Noun/Concept Synonyms,Random Distractor
ok,hunky-dory,fine,swell,1,Descriptor/Adjective Synonyms,copacetic
hunky-dory,marbles,fine,ok,0,Descriptor/Adjective Synonyms,Hard Distractor
ok,hunky-dory,edge,swell,0,Descriptor/Adjective Synonyms,Random Distractor
writer,cat,pasta,right,1,Fill-in-the-Blank,copy___
flag,right,pasta,cat,0,Fill-in-the-Blank,Hard Distractor
cat,writer,luxe,pasta,0,Fill-in-the-Blank,Random Distractor
heart,substance,essence,crux,1,Noun/Concept Synonyms,core
essence,substance,crumble,crux,0,Noun/Concept Synonyms,Hard Distractor
heart,payday,essence,crux,0,Noun/Concept Synonyms,Random Distractor
crunch,plank,boat,mountain climber,1,Noun/Concept Synonyms,core exercises
boat,plank,mountain climber,train,0,Noun/Concept Synonyms,Hard Distractor
boat,mountain climber,crunch,paris,0,Noun/Concept Synonyms,Random Distractor
syrup,maze,muffin,silk,1,Members of a Set/Entities,corn-y things
silk,maze,syrup,washcloth,0,Members of a Set/Entities,Hard Distractor
silk,maze,busy,syrup,0,Members of a Set/Entities,Random Distractor
crook,angle,elbow,bend,1,Noun/Concept Synonyms,corners
buckle,angle,crook,elbow,0,Noun/Concept Synonyms,Hard Distractor
pillar,angle,bend,crook,0,Noun/Concept Synonyms,Random Distractor
sales,legal,it,finance,1,Noun/Concept Synonyms,corporate departments
it,sales,finance,grouse,0,Noun/Concept Synonyms,Hard Distractor
legal,zero,sales,finance,0,Noun/Concept Synonyms,Random Distractor
oeuvre,body,works,canon,1,Noun/Concept Synonyms,corpus
field,body,oeuvre,canon,0,Noun/Concept Synonyms,Hard Distractor
body,pack,oeuvre,works,0,Noun/Concept Synonyms,Random Distractor
suit,complement,match,fit,1,Noun/Concept Synonyms,correspond well with
complement,fit,match,everyday,0,Noun/Concept Synonyms,Hard Distractor
fit,hawk,match,suit,0,Noun/Concept Synonyms,Random Distractor
interaction,exchange,contact,dealings,1,Noun/Concept Synonyms,correspondence
interaction,exchange,contact,believe,0,Noun/Concept Synonyms,Hard Distractor
interaction,dealings,contact,suite,0,Noun/Concept Synonyms,Random Distractor
low,dirty,vile,base,1,Noun/Concept Synonyms,corrupt
vile,dirty,low,bunker,0,Noun/Concept Synonyms,Hard Distractor
base,vile,low,cusp,0,Noun/Concept Synonyms,Random Distractor
figure,amount,value,price,1,Noun/Concept Synonyms,cost
price,figure,amount,windbag,0,Noun/Concept Synonyms,Hard Distractor
price,forge,figure,amount,0,Noun/Concept Synonyms,Random Distractor
referee,prisoner,mime,sailor,1,Noun/Concept Synonyms,costumes with striped shirts
mime,bib,sailor,referee,0,Noun/Concept Synonyms,Hard Distractor
referee,prisoner,shape,mime,0,Noun/Concept Synonyms,Random Distractor
bogus,sham,fake,phony,1,Noun/Concept Synonyms,counterfeit
profanity,bogus,phony,fake,0,Noun/Concept Synonyms,Hard Distractor
fake,phony,snooze,sham,0,Noun/Concept Synonyms,Random Distractor
jordan,togo,georgia,chad,1,Members of a Set/Entities,countries
togo,plain,georgia,jordan,0,Members of a Set/Entities,Hard Distractor
togo,solo,chad,jordan,0,Members of a Set/Entities,Random Distractor
wanda,inland,olivia,ran,1,Word Structure/Play,countries minus first letter
monte,wanda,ran,olivia,0,Word Structure/Play,Hard Distractor
ran,olivia,inland,tchotchke,0,Word Structure/Play,Random Distractor
tong,chin,malt,cub,1,Members of a Set/Entities,countries when “a” is added
whole,chin,cub,tong,0,Members of a Set/Entities,Hard Distractor
malt,cub,stock,tong,0,Members of a Set/Entities,Random Distractor
poland,japan,turkey,tunisia,1,Members of a Set/Entities,countries with red and white flags
japan,diamond,tunisia,poland,0,Members of a Set/Entities,Hard Distractor
poland,japan,insect,turkey,0,Members of a Set/Entities,Random Distractor
action,suit,claim,case,1,Noun/Concept Synonyms,court filing
robot,suit,action,claim,0,Noun/Concept Synonyms,Hard Distractor
suit,claim,case,gay,0,Noun/Concept Synonyms,Random Distractor
smear,plaster,cake,coat,1,Idioms & Slang,cover with a thick layer
cake,plaster,smear,participant,0,Idioms & Slang,Hard Distractor
pinch,smear,coat,cake,0,Idioms & Slang,Random Distractor
cap,top,lid,cover,1,Noun/Concept Synonyms,coverings
top,cap,lid,mantle,0,Noun/Concept Synonyms,Hard Distractor
cover,venus de milo,lid,cap,0,Noun/Concept Synonyms,Random Distractor
sour,cross,sore,prickly,1,Descriptor/Adjective Synonyms,crabby
valley,sore,prickly,sour,0,Descriptor/Adjective Synonyms,Hard Distractor
prickly,box,cross,sour,0,Descriptor/Adjective Synonyms,Random Distractor
pack,jam,stuff,ram,1,Noun/Concept Synonyms,cram
jam,iguana,stuff,pack,0,Noun/Concept Synonyms,Hard Distractor
stuff,jam,divine,pack,0,Noun/Concept Synonyms,Random Distractor
wedge,jam,stuff,shoehorn,1,Noun/Concept Synonyms,cram
jam,stuff,wedge,open,0,Noun/Concept Synonyms,Hard Distractor
campaign,wedge,stuff,jam,0,Noun/Concept Synonyms,Random Distractor
shoehorn,sandwich,wedge,squeeze,1,Noun/Concept Synonyms,cram
set,wedge,sandwich,shoehorn,0,Noun/Concept Synonyms,Hard Distractor
katz,squeeze,sandwich,wedge,0,Noun/Concept Synonyms,Random Distractor
squeeze,stuff,jam,pack,1,Idioms & Slang,cram into a tight space
jam,grid,squeeze,pack,0,Idioms & Slang,Hard Distractor
stuff,jam,grace,pack,0,Idioms & Slang,Random Distractor
pit,cavity,hollow,hole,1,Noun/Concept Synonyms,crater
pit,hollow,camp,hole,0,Noun/Concept Synonyms,Hard Distractor
pit,cavity,hole,anther,0,Noun/Concept Synonyms,Random Distractor
crimp,tease,feather,curl,1,Idioms & Slang,create some volume/texture in hair
tease,crimp,curl,eggplant,0,Idioms & Slang,Hard Distractor
feather,tease,crimp,tweet,0,Idioms & Slang,Random Distractor
produce,bear,yield,generate,1,Noun/Concept Synonyms,"create, as results"
claves,bear,produce,generate,0,Noun/Concept Synonyms,Hard Distractor
produce,yield,spice,bear,0,Noun/Concept Synonyms,Random Distractor
gnome,troll,ogre,goblin,1,Members of a Set/Entities,creatures in folklore
goblin,troll,canine,ogre,0,Members of a Set/Entities,Hard Distractor
ogre,goblin,gnome,na,0,Members of a Set/Entities,Random Distractor
badge,ticket,pass,invite,1,Descriptor/Adjective Synonyms,credentials for entry
invite,ticket,pass,utensils,0,Descriptor/Adjective Synonyms,Hard Distractor
invite,crepe paper,pass,badge,0,Descriptor/Adjective Synonyms,Random Distractor
number,expiration,name,zip,1,Noun/Concept Synonyms,credit card info
name,zip,number,perhaps,0,Noun/Concept Synonyms,Hard Distractor
name,number,leafy greens,expiration,0,Noun/Concept Synonyms,Random Distractor
moon,croissant,banana,sickle,1,Members of a Set/Entities,crescent-shaped things
sickle,croissant,moon,whac-a-mole,0,Members of a Set/Entities,Hard Distractor
banana,moon,voice,croissant,0,Members of a Set/Entities,Random Distractor
ring,syndicate,crew,family,1,Noun/Concept Synonyms,crime organization
ring,family,era,syndicate,0,Noun/Concept Synonyms,Hard Distractor
recorder,family,crew,syndicate,0,Noun/Concept Synonyms,Random Distractor
trash,knock,slam,blast,1,Noun/Concept Synonyms,criticize
earl,slam,blast,knock,0,Noun/Concept Synonyms,Hard Distractor
trash,blast,slam,remote,0,Noun/Concept Synonyms,Random Distractor
roast,knock,pan,slam,1,Noun/Concept Synonyms,criticize
punt,pan,slam,roast,0,Noun/Concept Synonyms,Hard Distractor
slam,chai,pan,roast,0,Noun/Concept Synonyms,Random Distractor
skewer,blast,flame,slam,1,Noun/Concept Synonyms,criticize
skewer,pound,flame,slam,0,Noun/Concept Synonyms,Hard Distractor
slam,skewer,flame,develop,0,Noun/Concept Synonyms,Random Distractor
bash,slam,knock,pan,1,Noun/Concept Synonyms,criticize
slam,gum,bash,pan,0,Noun/Concept Synonyms,Hard Distractor
pan,matlock,knock,bash,0,Noun/Concept Synonyms,Random Distractor
flame,blast,roast,bash,1,Descriptor/Adjective Synonyms,criticize harshly
bash,blast,spark,flame,0,Descriptor/Adjective Synonyms,Hard Distractor
roast,blast,flame,status,0,Descriptor/Adjective Synonyms,Random Distractor
pepper,cucumber,corn,tomato,1,Noun/Concept Synonyms,crops
cucumber,funk,pepper,tomato,0,Noun/Concept Synonyms,Hard Distractor
cucumber,corn,tomato,stand-up,0,Noun/Concept Synonyms,Random Distractor
crumple,ball,wad,scrunch,1,Idioms & Slang,crush into a compact shape
cannonball,crumple,wad,ball,0,Idioms & Slang,Hard Distractor
scrunch,ball,little spoon,crumple,0,Idioms & Slang,Random Distractor
ice,sugar,die,bouillon,1,Noun/Concept Synonyms,cube-shaped
ice,bouillon,horsefeathers,sugar,0,Noun/Concept Synonyms,Hard Distractor
sugar,die,juke,ice,0,Noun/Concept Synonyms,Random Distractor
draw close,nuzzle,spoon,hold tight,1,Noun/Concept Synonyms,cuddle
draw close,nuzzle,spoon,eternal,0,Noun/Concept Synonyms,Hard Distractor
nuzzle,pile,hold tight,draw close,0,Noun/Concept Synonyms,Random Distractor
crank,grump,crab,grouch,1,Noun/Concept Synonyms,curmudgeon
crab,grouch,crank,ditch,0,Noun/Concept Synonyms,Hard Distractor
crank,crab,grump,affair,0,Noun/Concept Synonyms,Random Distractor
condition,state,form,shape,1,Noun/Concept Synonyms,current situation
shape,condition,form,buzz,0,Noun/Concept Synonyms,Hard Distractor
form,shape,vampire,state,0,Noun/Concept Synonyms,Random Distractor
pox,jinx,hex,spell,1,Noun/Concept Synonyms,curse
jinx,spell,pox,study,0,Noun/Concept Synonyms,Hard Distractor
education,spell,pox,jinx,0,Noun/Concept Synonyms,Random Distractor
profanity,swearing,four-letter words,expletives,1,Noun/Concept Synonyms,curses
shift,expletives,four-letter words,profanity,0,Noun/Concept Synonyms,Hard Distractor
expletives,four-letter words,profanity,crossword,0,Noun/Concept Synonyms,Random Distractor
chop,dice,mince,cube,1,Members of a Set/Entities,cut into pieces
mummy,mince,dice,chop,0,Members of a Set/Entities,Hard Distractor
ceiling fan,mince,cube,dice,0,Members of a Set/Entities,Random Distractor
deck,cord,cheese,mustard,1,Fill-in-the-Blank,cut the ___
cheese,cord,hockey,deck,0,Fill-in-the-Blank,Hard Distractor
🐑,cheese,cord,mustard,0,Fill-in-the-Blank,Random Distractor
round,flank,shank,loin,1,Noun/Concept Synonyms,cuts of beef
shank,round,happy,flank,0,Noun/Concept Synonyms,Hard Distractor
loin,rex,flank,round,0,Noun/Concept Synonyms,Random Distractor
loin,chuck,round,flank,1,Noun/Concept Synonyms,cuts of beef
flank,chuck,round,behold,0,Noun/Concept Synonyms,Hard Distractor
round,loin,chuck,collectible,0,Noun/Concept Synonyms,Random Distractor
shoulder,belly,chop,hock,1,Noun/Concept Synonyms,cuts of pork
hock,chop,puff,shoulder,0,Noun/Concept Synonyms,Hard Distractor
chop,shoulder,grey,hock,0,Noun/Concept Synonyms,Random Distractor
roll,scroll,bolt,reel,1,Noun/Concept Synonyms,cylinder of material
reel,scroll,oxygen,roll,0,Noun/Concept Synonyms,Hard Distractor
scroll,bolt,syrup,reel,0,Noun/Concept Synonyms,Random Distractor
roller,silo,spool,can,1,Members of a Set/Entities,cylinder-shaped things
roller,dog,silo,can,0,Members of a Set/Entities,Hard Distractor
can,galileo,roller,spool,0,Members of a Set/Entities,Random Distractor
discog,promo,bally,raven,1,Word Structure/Play,dance events plus a letter
promo,panama,bally,raven,0,Word Structure/Play,Hard Distractor
raven,bally,seclude,discog,0,Word Structure/Play,Random Distractor
macarena,mashed potato,dougie,twist,1,Noun/Concept Synonyms,dance fads
right,twist,macarena,mashed potato,0,Noun/Concept Synonyms,Hard Distractor
mashed potato,jacks,macarena,twist,0,Noun/Concept Synonyms,Random Distractor
cabbage patch,floss,moonwalk,robot,1,Noun/Concept Synonyms,dance moves
lottery,moonwalk,floss,robot,0,Noun/Concept Synonyms,Hard Distractor
robot,floss,moonwalk,kinder,0,Noun/Concept Synonyms,Random Distractor
floss,vogue,worm,robot,1,Noun/Concept Synonyms,dance moves
floss,stay,worm,vogue,0,Noun/Concept Synonyms,Hard Distractor
robot,reindeer,vogue,floss,0,Noun/Concept Synonyms,Random Distractor
modern,tap,jazz,swing,1,Noun/Concept Synonyms,dance styles
sap,tap,modern,swing,0,Noun/Concept Synonyms,Hard Distractor
walk,jazz,modern,swing,0,Noun/Concept Synonyms,Random Distractor
hustle,swing,tango,salsa,1,Noun/Concept Synonyms,dances
iodine,swing,tango,salsa,0,Noun/Concept Synonyms,Hard Distractor
swing,salsa,hustle,yak,0,Noun/Concept Synonyms,Random Distractor
cha,can,go,nae,1,Noun/Concept Synonyms,dances when doubled
can,go,nae,conch,0,Noun/Concept Synonyms,Hard Distractor
go,nae,star,cha,0,Noun/Concept Synonyms,Random Distractor
smart,sharp,tidy,neat,1,Noun/Concept Synonyms,dapper
neat,mean,smart,tidy,0,Noun/Concept Synonyms,Hard Distractor
tidy,sharp,pillowcase,neat,0,Noun/Concept Synonyms,Random Distractor
matter,ages,chocolate,horse,1,Fill-in-the-Blank,dark ___
ages,matter,cadet,horse,0,Fill-in-the-Blank,Hard Distractor
matter,horse,chocolate,toppings,0,Fill-in-the-Blank,Random Distractor
dear,boo,love,baby,1,Action/Verb Synonyms,darling
dear,snuggling,love,baby,0,Action/Verb Synonyms,Hard Distractor
baby,boo,dear,games,0,Action/Verb Synonyms,Random Distractor
range,mode,median,mean,1,Noun/Concept Synonyms,data set data
present,range,mean,median,0,Noun/Concept Synonyms,Hard Distractor
range,mean,topknot,mode,0,Noun/Concept Synonyms,Random Distractor
block,match,message,swipe,1,Action/Verb Synonyms,dating app actions
match,block,marigold,message,0,Action/Verb Synonyms,Hard Distractor
swipe,message,nets,match,0,Action/Verb Synonyms,Random Distractor
match,tinder,bumble,hinge,1,Action/Verb Synonyms,dating apps
hinge,match,benefit,tinder,0,Action/Verb Synonyms,Hard Distractor
tinder,match,tumble,hinge,0,Action/Verb Synonyms,Random Distractor
thursday,sunday,saturday,friday,1,Noun/Concept Synonyms,days of the week
saturday,tidal wave,thursday,sunday,0,Noun/Concept Synonyms,Hard Distractor
thursday,sunday,show off,saturday,0,Noun/Concept Synonyms,Random Distractor
lust,pride,envy,greed,1,Noun/Concept Synonyms,deadly sins
